,Channel 1 Last (C),Channel 3 Last (C),Channel 4 Last (C),Channel 5 Last (C),Channel 6 Last (C)
0:03:24,-59.245,-33.062,-17.754,4.639,16.851
0:03:25,-59.094,-32.837,-17.426,4.736,16.877
0:03:26,-59.048,-32.846,-17.437,4.766,16.899
0:03:27,-59.001,-32.918,-17.573,4.586,16.795
0:03:28,-59.069,-32.97,-17.673,4.409,16.661
0:03:29,-59.237,-33.083,-17.893,4.229,16.609
0:03:30,-59.217,-32.999,-17.731,4.311,16.638
0:03:31,-59.191,-33.135,-17.855,4.236,16.631
0:03:32,-59.246,-33.055,-17.697,4.33,16.642
0:03:33,-59.225,-33.035,-17.666,4.247,16.575
0:03:34,-59.251,-33.24,-17.994,4.048,16.467
0:03:35,-59.449,-33.397,-18.292,3.815,16.366
0:03:36,-59.428,-33.285,-18.087,3.894,16.366
0:03:37,-59.432,-33.337,-18.053,3.905,16.392
0:03:38,-59.369,-33.313,-18.119,3.781,16.292
0:03:39,-59.31,-33.349,-18.119,3.781,16.344
0:03:40,-59.21,-33.298,-18.038,3.807,16.354
0:03:41,-59.395,-33.394,-18.165,3.743,16.321
0:03:42,-59.504,-33.543,-18.412,3.585,16.243
0:03:43,-59.471,-33.531,-18.351,3.533,16.202
0:03:44,-59.467,-33.575,-18.44,3.397,16.12
0:03:45,-59.472,-33.595,-18.452,3.341,16.09
0:03:46,-59.539,-33.559,-18.374,3.329,16.023
0:03:47,-59.665,-33.752,-18.68,3.115,15.882
0:03:48,-59.678,-33.724,-18.641,3.07,15.863
0:03:49,-59.868,-33.761,-18.556,3.059,15.874
0:03:50,-60.861,-34.175,-18.862,2.803,15.558
0:03:51,-61.337,-34.384,-18.927,2.702,15.506
0:03:52,-62.13,-34.729,-19.001,2.484,15.175
0:03:53,-63.196,-35.219,-19.24,2.367,15.089
0:03:54,-63.768,-35.525,-19.426,2.341,15.115
0:03:55,-64.704,-35.967,-19.519,2.356,15.245
0:03:56,-65.627,-36.389,-19.531,2.382,15.326
0:03:57,-66.12,-36.682,-19.627,2.382,15.315
0:03:58,-65.54,-36.923,-19.928,2.359,15.445
0:03:59,-60.927,-35.767,-20.085,2.366,15.764
0:04:00,-58.859,-35,-19.925,2.423,15.879
0:04:01,-55.235,-33.393,-19.547,2.557,16.184
0:04:02,-51.969,-31.831,-19.076,2.569,16.377
0:04:03,-50.361,-30.991,-18.72,2.614,16.481
0:04:04,-47.315,-29.404,-18.072,2.67,16.552
0:04:05,-44.586,-27.895,-17.428,2.617,16.488
0:04:06,-43.335,-27.248,-17.146,2.553,16.447
0:04:07,-40.659,-25.754,-16.32,2.572,16.44
0:04:08,-38.322,-24.493,-15.772,2.478,16.365
0:04:09,-37.226,-23.878,-15.486,2.426,16.302
0:04:10,-35.161,-22.676,-14.784,2.433,16.317
0:04:11,-33.17,-21.58,-14.209,2.417,16.302
0:04:12,-32.214,-21.087,-13.973,2.331,16.257
0:04:13,-30.679,-20.071,-13.41,2.294,16.246
0:04:14,-29.063,-19.015,-12.754,2.417,16.372
0:04:15,-28.302,-18.544,-12.561,2.361,16.309
0:04:16,-26.871,-17.599,-12.102,2.278,16.216
0:04:17,-25.381,-16.638,-11.534,2.218,16.126
0:04:18,-24.727,-16.206,-11.276,2.24,16.137
0:04:19,-23.395,-15.341,-10.678,2.285,16.1
0:04:20,-22.149,-14.503,-10.18,2.39,16.234
0:04:21,-21.59,-14.183,-9.964,2.457,16.304
0:04:22,-20.529,-13.488,-9.63,2.442,16.152
0:04:23,-19.453,-12.774,-9.193,2.45,16.144
0:04:24,-18.951,-12.45,-9.037,2.412,16.066
0:04:25,-17.955,-11.879,-8.71,2.487,16.148
0:04:26,-17.106,-11.319,-8.414,2.487,16.155
0:04:27,-16.651,-11.03,-8.194,2.528,16.125
0:04:28,-15.867,-10.451,-7.787,2.55,16.092
0:04:29,-15.123,-9.943,-7.449,2.558,16.013
0:04:30,-14.729,-9.734,-7.282,2.595,16.121
0:04:31,-13.922,-9.281,-6.963,2.67,16.091
0:04:32,-13.424,-8.875,-6.754,2.674,16.076
0:04:33,-13.115,-8.632,-6.472,2.76,16.098
0:04:34,-12.498,-8.221,-6.184,2.73,16.053
0:04:35,-11.95,-7.864,-5.96,2.711,15.983
0:04:36,-11.665,-7.701,-5.823,2.729,15.971
0:04:37,-11.113,-7.37,-5.565,2.774,15.975
0:04:38,-10.638,-7.025,-5.249,2.83,15.949
0:04:39,-10.433,-6.888,-5.173,2.804,15.938
0:04:40,-9.933,-6.614,-4.961,2.826,15.963
0:04:41,-9.541,-6.367,-4.847,2.837,15.967
0:04:42,-9.34,-6.242,-4.729,2.886,15.978
0:04:43,-8.987,-5.973,-4.49,2.946,15.959
0:04:44,-8.542,-5.672,-4.201,3.085,16.029
0:04:45,-8.311,-5.54,-4.072,3.148,16.085
0:04:46,-7.927,-5.304,-3.863,3.257,16.118
0:04:47,-7.627,-5.095,-3.708,3.309,16.111
0:04:48,-7.448,-4.997,-3.621,3.361,16.114
0:04:49,-7.107,-4.75,-3.423,3.474,16.118
0:04:50,-6.871,-4.564,-3.298,3.556,16.073
0:04:51,-6.727,-4.434,-3.153,3.688,16.132
0:04:52,-6.313,-4.237,-2.922,3.834,16.199
0:04:53,-6.047,-4.051,-2.831,3.856,16.128
0:04:54,-5.906,-3.979,-2.763,3.901,16.143
0:04:55,-5.716,-3.793,-2.637,4.054,16.217
0:04:56,-5.477,-3.645,-2.618,3.987,16.154
0:04:57,-5.397,-3.561,-2.569,4.02,16.124
0:04:58,-5.166,-3.375,-2.444,4.08,16.131
0:04:59,-4.972,-3.201,-2.334,4.144,16.097
0:05:00,-4.858,-3.11,-2.235,4.177,16.123
0:05:01,-4.642,-2.988,-2.141,4.215,16.097
0:05:02,-4.441,-2.89,-2,4.323,16.16
0:05:03,-4.304,-2.802,-1.886,4.376,16.167
0:05:04,-4.08,-2.692,-1.753,4.443,16.152
0:05:05,-3.901,-2.555,-1.632,4.533,16.211
0:05:06,-3.749,-2.495,-1.556,4.593,16.304
0:05:07,-3.666,-2.389,-1.442,4.634,16.296
0:05:08,-3.465,-2.313,-1.336,4.682,16.266
0:05:09,-3.336,-2.271,-1.199,4.817,16.351
0:05:10,-3.066,-2.139,-1.089,4.787,16.351
0:05:11,-2.956,-1.987,-0.972,4.892,16.414
0:05:12,-2.865,-1.945,-0.911,4.918,16.392
0:05:13,-2.69,-1.801,-0.782,4.967,16.388
0:05:14,-2.497,-1.68,-0.703,5.008,16.38
0:05:15,-2.429,-1.611,-0.638,5.041,16.406
0:05:16,-2.284,-1.486,-0.536,5.109,16.45
0:05:17,-2.114,-1.35,-0.445,5.138,16.435
0:05:18,-2.061,-1.3,-0.43,5.123,16.398
0:05:19,-1.901,-1.175,-0.252,5.359,16.55
0:05:20,-1.753,-1.065,-0.206,5.385,16.59
0:05:21,-1.738,-1.024,-0.165,5.411,16.579
0:05:22,-1.556,-0.914,-0.062,5.505,16.619
0:05:23,-1.427,-0.827,0.017,5.606,16.682
0:05:24,-1.382,-0.8,0.017,5.568,16.627
0:05:25,-1.321,-0.724,0.051,5.583,16.601
0:05:26,-1.192,-0.633,0.073,5.632,16.578
0:05:27,-1.143,-0.599,0.118,5.665,16.574
0:05:28,-0.98,-0.505,0.189,5.762,16.618
0:05:29,-0.889,-0.433,0.23,5.77,16.603
0:05:30,-0.821,-0.399,0.256,5.785,16.596
0:05:31,-0.714,-0.327,0.316,5.833,16.625
0:05:32,-0.605,-0.247,0.345,5.829,16.64
0:05:33,-0.57,-0.217,0.394,5.874,16.666
0:05:34,-0.457,-0.134,0.48,5.964,16.732
0:05:35,-0.316,-0.05,0.57,6.035,16.78
0:05:36,-0.263,-0.016,0.607,6.02,16.765
0:05:37,-0.172,0.059,0.686,6.027,16.78
0:05:38,-0.07,0.111,0.756,6.019,16.764
0:05:39,-0.017,0.152,0.786,6.004,16.757
0:05:40,0.126,0.216,0.88,6.15,16.868
0:05:41,0.257,0.287,0.97,6.232,16.927
0:05:42,0.332,0.313,1.037,6.318,16.972
0:05:43,0.463,0.376,1.116,6.371,16.979
0:05:44,0.575,0.44,1.179,6.46,17.071
0:05:45,0.608,0.466,1.235,6.483,17.078
0:05:46,0.702,0.514,1.291,6.55,17.082
0:05:47,0.769,0.551,1.336,6.643,17.115
0:05:48,0.818,0.593,1.377,6.658,17.093
0:05:49,0.889,0.641,1.44,6.819,17.181
0:05:50,0.948,0.659,1.448,6.841,17.17
0:05:51,0.971,0.689,1.466,6.909,17.199
0:05:52,1.034,0.734,1.515,6.987,17.184
0:05:53,1.086,0.745,1.511,6.961,17.132
0:05:54,1.12,0.779,1.537,7.054,17.188
0:05:55,1.176,0.831,1.525,7.159,17.232
0:05:56,1.236,0.868,1.517,7.208,17.243
0:05:57,1.265,0.898,1.543,7.324,17.324
0:05:58,1.325,0.939,1.521,7.32,17.275
0:05:59,1.404,0.991,1.528,7.409,17.29
0:06:00,1.43,1.009,1.539,7.405,17.29
0:06:01,1.512,1.054,1.553,7.476,17.323
0:06:02,1.564,1.091,1.572,7.517,17.378
0:06:03,1.594,1.125,1.609,7.555,17.386
0:06:04,1.68,1.162,1.639,7.595,17.422
0:06:05,1.777,1.188,1.668,7.651,17.459
0:06:06,1.845,1.203,1.687,7.666,17.455
0:06:07,1.987,1.255,1.754,7.722,17.485
0:06:08,2.058,1.277,1.769,7.816,17.547
0:06:09,2.095,1.288,1.806,7.793,17.547
0:06:10,2.147,1.321,1.839,7.871,17.602
0:06:11,2.162,1.34,1.85,7.905,17.613
0:06:12,2.259,1.359,1.884,7.965,17.632
0:06:13,2.289,1.392,1.929,8.043,17.672
0:06:14,2.319,1.429,1.921,8.058,17.653
0:06:15,2.318,1.44,1.962,8.11,17.683
0:06:16,2.359,1.481,2.01,8.233,17.731
0:06:17,2.366,1.499,2.047,8.267,17.723
0:06:18,2.378,1.518,2.077,8.255,17.697
0:06:19,2.384,1.54,2.411,8.42,17.796
0:06:20,2.414,1.577,2.557,8.457,17.804
0:06:21,2.41,1.585,2.594,8.465,17.789
0:06:22,2.447,1.61,2.673,8.547,17.851
0:06:23,2.484,1.625,2.736,8.636,17.892
0:06:24,2.488,1.643,2.781,8.689,17.914
0:06:25,2.525,1.662,2.822,8.756,17.939
0:06:26,2.543,1.691,2.855,8.827,17.972
0:06:27,2.562,1.702,2.892,8.841,17.968
0:06:28,2.588,1.758,2.929,8.894,17.964
0:06:29,2.614,1.792,2.955,8.935,17.983
0:06:30,2.636,1.848,3.019,8.976,18.012
0:06:31,2.681,1.919,3.097,9.02,18.027
0:06:32,2.729,1.975,3.161,9.11,18.078
0:06:33,2.752,2.005,3.243,9.181,18.134
0:06:34,2.808,2.061,3.352,9.26,18.178
0:06:35,2.83,2.098,3.359,9.305,18.189
0:06:36,2.837,2.101,3.348,9.33,18.204
0:06:37,2.893,2.135,3.351,9.379,18.215
0:06:38,2.964,2.161,3.444,9.476,18.244
0:06:39,2.99,2.183,3.501,9.521,18.284
0:06:40,3.08,2.228,3.673,9.649,18.347
0:06:41,3.106,2.25,3.631,9.761,18.425
0:06:42,3.154,2.261,3.702,9.798,18.436
0:06:43,3.304,2.298,3.819,9.903,18.484
0:06:44,3.319,2.309,3.773,9.959,18.502
0:06:45,3.383,2.324,3.825,10,18.521
0:06:46,3.483,2.346,3.795,10.033,18.491
0:06:47,3.539,2.357,3.832,10.118,18.542
0:06:48,3.569,2.368,3.858,10.14,18.549
0:06:49,1.114,2.199,3.689,10.158,18.553
0:06:50,-8.539,1.789,3.456,10.21,18.56
0:06:51,-14.052,1.462,3.294,10.213,18.552
0:06:52,-28.489,-1.446,3.009,10.272,18.6
0:06:53,-34.337,-4.568,2.787,10.276,18.611
0:06:54,-36.229,-5.693,2.621,10.29,18.629
0:06:55,-38.571,-7.571,2.377,10.283,18.603
0:06:56,-39.648,-10.028,2.166,10.293,18.621
0:06:57,-40.29,-11.275,2.023,10.312,18.602
0:06:58,-41.937,-13.155,1.569,10.323,18.598
0:06:59,-42.884,-14.414,1.336,10.396,18.661
0:07:00,-43.152,-14.962,1.279,10.419,18.672
0:07:01,-43.485,-15.924,1.403,10.507,18.723
0:07:02,-44.857,-16.944,1.196,10.429,18.701
0:07:03,-44.923,-17.203,1.061,10.466,18.715
0:07:04,-45.57,-18.018,0.617,10.398,18.644
0:07:05,-46.686,-18.752,0.185,10.431,18.64
0:07:06,-46.657,-19.142,-0.014,10.401,18.632
0:07:07,-46.999,-19.621,-0.395,10.691,18.803
0:07:08,-47.177,-20.362,-1.163,10.501,18.687
0:07:09,-48.128,-20.843,-2.095,10.4,18.639
0:07:10,-47.647,-21.274,-3.445,10.563,18.739
0:07:11,-48.812,-21.818,-4.555,10.496,18.683
0:07:12,-49.002,-22.213,-4.962,10.507,18.738
0:07:13,-49.002,-22.52,-5.278,10.503,18.693
0:07:14,-49.295,-22.994,-5.792,10.465,18.633
0:07:15,-49.147,-23.101,-5.765,10.539,18.674
0:07:16,-49.398,-23.479,-6.104,10.528,18.655
0:07:17,-50.463,-23.898,-6.754,10.487,18.643
0:07:18,-50.539,-24.15,-7.032,10.42,18.613
0:07:19,-51.049,-24.592,-7.531,10.319,18.564
0:07:20,-51.605,-24.845,-7.77,10.433,18.601
0:07:21,-51.248,-24.94,-7.797,10.407,18.564
0:07:22,-51.033,-25.098,-7.95,10.392,18.548
0:07:23,-51.749,-25.489,-8.49,10.325,18.485
0:07:24,-51.994,-25.663,-8.692,10.313,18.473
0:07:25,-51.792,-25.742,-8.7,10.38,18.48
0:07:26,-52.062,-25.983,-8.966,10.324,18.436
0:07:27,-52.066,-26.054,-8.985,10.342,18.443
0:07:28,-52.235,-26.157,-9.115,10.375,18.45
0:07:29,-52.084,-26.445,-9.473,10.256,18.401
0:07:30,-52.577,-26.694,-9.834,10.192,18.423
0:07:31,-53.247,-26.86,-10.006,10.266,18.46
0:07:32,-53.188,-27.061,-10.284,10.102,18.348
0:07:33,-53.273,-27.132,-10.396,10.068,18.333
0:07:34,-53.585,-27.425,-10.841,9.941,18.236
0:07:35,-53.568,-27.37,-10.729,9.997,18.328
0:07:36,-53.514,-27.548,-10.876,9.963,18.328
0:07:37,-54.024,-27.737,-11.108,9.91,18.328
0:07:38,-54.23,-27.86,-11.344,9.823,18.327
0:07:39,-54.197,-27.896,-11.418,9.733,18.271
0:07:40,-54.202,-27.979,-11.511,9.594,18.215
0:07:41,-54.244,-28.082,-11.704,9.496,18.23
0:07:42,-54.354,-28.22,-11.793,9.432,18.196
0:07:43,-54.359,-28.232,-11.844,9.367,18.195
0:07:44,-54.351,-28.244,-11.829,9.247,18.158
0:07:45,-54.536,-28.363,-12.038,9.153,18.106
0:07:46,-54.52,-28.485,-12.239,9.115,18.157
0:07:47,-53.977,-28.47,-12.12,9.069,18.168
0:07:48,-54.579,-28.679,-12.467,8.911,18.108
0:07:49,-54.971,-28.865,-12.715,8.795,18.06
0:07:50,-54.968,-28.834,-12.742,8.704,17.989
0:07:51,-54.858,-28.826,-12.754,8.648,17.947
0:07:52,-55.187,-29.142,-13.357,8.279,17.724
0:07:53,-55.6,-29.395,-13.674,8.08,17.605
0:07:54,-55.672,-29.423,-13.686,8.027,17.552
0:07:55,-55.508,-29.38,-13.57,8.001,17.519
0:07:56,-55.425,-29.467,-13.656,7.85,17.381
0:07:57,-55.522,-29.507,-13.756,7.816,17.366
0:07:58,-55.69,-29.554,-13.818,7.771,17.317
0:07:59,-55.321,-29.527,-13.711,7.643,17.209
0:08:00,-55.481,-29.64,-13.811,7.507,17.112
0:08:01,-55.557,-29.693,-13.923,7.409,17.048
0:08:02,-56.13,-29.844,-14.144,7.266,16.955
0:08:03,-56.122,-29.887,-14.094,7.307,17.018
0:08:04,-56.244,-30.223,-14.6,7.021,16.839
0:08:05,-56.262,-30.324,-14.686,6.755,16.586
0:08:06,-56.46,-30.368,-14.829,6.589,16.474
0:08:07,-56.296,-30.385,-14.802,6.491,16.314
0:08:08,-56.044,-30.345,-14.687,6.438,16.221
0:08:09,-56.179,-30.386,-14.772,6.374,16.176
0:08:10,-56.331,-30.422,-14.865,6.299,16.071
