quantity,long_axis,short_axis
n,52.0,
mean_mm,25.349999999999998,15.978846153846156
sd_mm,3.2021132727879427,2.88392002679778
cov_long,10.25352941176471,6.439705882352943
cov_short,6.439705882352943,8.316994720965308
